surface,player1_name,player1_ht,player1_ioc,player1_age,player2_name,player2_ht,player2_ioc,player2_age,score,best_of,round,minutes,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1st_Serve,p1_1stWon,p1_1st_Serve_won,p1_2ndWon,p1_2nd_serve_won,p1_bpSaved,p1_bpFaced,p1_breakpoint_saved,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1st_Serve,p2_1stWon,p2_1st_Serve_won,p2_2ndWon,p2_2nd_serve_won,p2_bpSaved,p2_bpFaced,p2_breakpoint_saved,winner_name
Clay,Yibing Wu,183,CHN,23.5,Richard Gasquet,185,FRA,36.8,3-6 6-3 6-3,3,R128,115,5,1,75,43,57.33333333,33,76.74418605,19,59.375,0,2,0,4,4,83,40,48.19277108,30,75,20,46.51162791,3,6,50,Yibing Wu
Clay,Sebastian Baez,170,ARG,22.3,Juan Pablo Varillas,185,PER,27.5,7-5 6-3,3,R128,121,5,1,80,54,67.5,33,61.11111111,16,61.53846154,6,8,75,0,1,77,48,62.33766234,29,60.41666667,12,41.37931034,11,15,73.33333333,Sebastian Baez
Clay,Thanasi Kokkinakis,196,AUS,27,Jaume Munar,183,ESP,26,4-2 RET,3,R128,29,3,0,18,11,61.11111111,6,54.54545455,7,100,2,2,100,1,0,15,12,80,8,66.66666667,1,33.33333333,0,1,0,Thanasi Kokkinakis
Clay,Alex Molcan,178,SVK,25.4,Stefano Napolitano,196,ITA,28,6-4 3-6 7-6(1),3,R128,142,4,2,101,65,64.35643564,47,72.30769231,19,52.77777778,5,7,71.42857143,10,2,99,62,62.62626263,42,67.74193548,23,62.16216216,0,2,0,Alex Molcan
Clay,Guido Pella,185,ARG,32.9,Maxime Cressy,198,USA,25.9,6-3 6-4,3,R128,100,0,2,70,50,71.42857143,34,68,13,65,4,4,100,6,11,69,34,49.27536232,27,79.41176471,13,37.14285714,5,7,71.42857143,Guido Pella
Clay,Marco Cecchinato,185,ITA,30.6,Mackenzie Mcdonald,178,USA,28,6-3 7-5,3,R128,95,2,3,71,40,56.33802817,26,65,18,58.06451613,3,5,60,1,2,60,48,80,29,60.41666667,5,41.66666667,3,7,42.85714286,Marco Cecchinato
Clay,Yannick Hanfmann,193,GER,31.4,Nicolas Jarry,198,CHI,27.5,6-4 6-4,3,R128,94,4,0,55,41,74.54545455,33,80.48780488,7,50,0,1,0,3,0,67,48,71.64179104,31,64.58333333,9,47.36842105,8,11,72.72727273,Yannick Hanfmann
Clay,J J Wolf,183,USA,24.3,Hugo Grenier,196,FRA,27.1,7-5 7-5,3,R128,105,4,0,66,38,57.57575758,28,73.68421053,20,71.42857143,3,4,75,7,3,75,49,65.33333333,33,67.34693878,12,46.15384615,0,3,0,J J Wolf
Clay,David Goffin,180,BEL,32.4,Luca Nardi,185,ITA,19.7,3-6 6-4 6-2,3,R128,142,3,3,106,60,56.60377358,38,63.33333333,26,56.52173913,10,12,83.33333333,3,2,82,53,64.63414634,34,64.1509434,13,44.82758621,1,5,20,David Goffin
Clay,Jason Kubler,178,AUS,29.9,Marc Andrea Huesler,196,SUI,26.8,6-7(6) 6-4 6-2,3,R128,150,5,2,96,55,57.29166667,42,76.36363636,20,48.7804878,4,7,57.14285714,4,3,104,59,56.73076923,39,66.10169492,20,44.44444444,5,11,45.45454545,Jason Kubler
Clay,Emil Ruusuvuori,188,FIN,24,Ugo Humbert,188,FRA,24.8,6-4 3-6 7-6(6),3,R128,180,9,3,99,61,61.61616162,40,65.57377049,20,52.63157895,6,11,54.54545455,7,8,106,54,50.94339623,36,66.66666667,27,51.92307692,2,7,28.57142857,Emil Ruusuvuori
Clay,Nuno Borges,185,POR,26.2,Dusan Lajovic,180,SRB,32.8,6-4 6-1,3,R128,66,2,0,56,41,73.21428571,27,65.85365854,9,60,4,5,80,2,2,48,29,60.41666667,16,55.17241379,9,47.36842105,2,7,28.57142857,Nuno Borges
Clay,Lorenzo Sonego,191,ITA,27.9,Jeremy Chardy,188,FRA,36.2,6-2 6-1,3,R128,75,2,0,45,31,68.88888889,26,83.87096774,7,50,0,0,#DIV/0!,1,7,53,29,54.71698113,18,62.06896552,7,29.16666667,2,6,33.33333333,Lorenzo Sonego
Clay,Matteo Arnaldi,183,ITA,22.2,Diego Schwartzman,170,ARG,30.7,6-1 4-6 6-3,3,R128,146,4,2,78,44,56.41025641,30,68.18181818,23,67.64705882,3,4,75,0,3,98,63,64.28571429,44,69.84126984,14,40,9,13,69.23076923,Matteo Arnaldi
Clay,Daniel Altmaier,191,GER,24.6,Giulio Zeppieri,185,ITA,21.4,7-6(3) 4-6 6-0,3,R128,158,1,1,110,76,69.09090909,48,63.15789474,18,52.94117647,5,8,62.5,2,2,86,49,56.97674419,32,65.30612245,16,43.24324324,6,11,54.54545455,Daniel Altmaier
Clay,Thiago Monteiro,183,BRA,28.9,Adrian Mannarino,183,FRA,34.8,6-1 6-2,3,R128,68,4,1,45,26,57.77777778,23,88.46153846,10,52.63157895,0,0,#DIV/0!,1,4,43,26,60.46511628,15,57.69230769,7,41.17647059,5,9,55.55555556,Thiago Monteiro
Clay,Roberto Carballes Baena,183,ESP,30.1,Hugo Dellien,180,BOL,29.8,6-2 6-3,3,R128,87,0,1,41,32,78.04878049,26,81.25,6,66.66666667,0,0,#DIV/0!,0,5,69,40,57.97101449,26,65,10,34.48275862,2,6,33.33333333,Roberto Carballes Baena
Clay,Fabian Marozsan,191,HUN,23.5,Corentin Moutet,178,FRA,24,6-0 6-7(8) 6-2,3,R128,123,2,0,81,51,62.96296296,41,80.39215686,17,56.66666667,3,4,75,0,4,85,56,65.88235294,37,66.07142857,10,34.48275862,6,12,50,Fabian Marozsan
Clay,Albert Ramos,188,ESP,35.3,Francesco Passaro,,ITA,22.3,4-6 6-1 6-4,3,R128,138,2,2,88,57,64.77272727,39,68.42105263,16,51.61290323,5,7,71.42857143,5,4,82,52,63.41463415,32,61.53846154,14,46.66666667,2,6,33.33333333,Albert Ramos
Clay,Nicolas Jarry,198,CHI,27.6,Grigor Dimitrov,188,BUL,32,7-6(1) 6-1,3,F,97,9,3,66,38,57.57575758,34,89.47368421,13,46.42857143,3,4,75,7,1,57,31,54.38596491,19,61.29032258,15,57.69230769,1,4,25,Nicolas Jarry
Clay,Nicolas Jarry,198,CHI,27.6,Alexander Zverev,198,GER,26,7-6(3) 6-3,3,SF,106,7,3,69,48,69.56521739,43,89.58333333,9,42.85714286,1,1,100,6,5,65,49,75.38461538,37,75.51020408,6,37.5,2,3,66.66666667,Nicolas Jarry
Clay,Grigor Dimitrov,188,BUL,32,Taylor Fritz,193,USA,25.5,3-6 7-5 7-6(2),3,SF,172,8,10,131,70,53.4351145,48,68.57142857,29,47.54098361,9,13,69.23076923,13,0,103,63,61.16504854,49,77.77777778,18,45,4,8,50,Grigor Dimitrov
Clay,Nicolas Jarry,198,CHI,27.6,Casper Ruud,183,NOR,24.4,3-6 7-6(2) 7-5,3,QF,151,12,3,87,51,58.62068966,42,82.35294118,23,63.88888889,2,4,50,3,4,107,67,62.61682243,49,73.13432836,23,57.5,3,5,60,Nicolas Jarry
Clay,Alexander Zverev,198,GER,26,Yibing Wu,183,CHN,23.6,4-1 RET,3,QF,21,2,0,10,9,90,7,77.77777778,1,100,0,0,#DIV/0!,0,2,22,16,72.72727273,7,43.75,3,50,3,5,60,Alexander Zverev
Clay,Grigor Dimitrov,188,BUL,32,Christopher Oconnell,183,AUS,28.9,6-7(5) 7-5 6-4,3,QF,163,13,3,107,63,58.87850467,52,82.53968254,22,50,6,8,75,7,3,113,66,58.40707965,49,74.24242424,20,42.55319149,6,10,60,Grigor Dimitrov
Clay,Taylor Fritz,193,USA,25.5,Ilya Ivashka,193,BLR,29.2,6-1 6-2,3,QF,51,6,2,37,21,56.75675676,19,90.47619048,13,81.25,0,0,#DIV/0!,0,2,37,25,67.56756757,13,52,3,25,3,7,42.85714286,Taylor Fritz
Clay,Casper Ruud,183,NOR,24.4,J J Wolf,183,USA,24.4,6-3 7-5,3,R16,81,6,2,63,39,61.9047619,31,79.48717949,16,66.66666667,2,2,100,6,2,52,31,59.61538462,24,77.41935484,11,52.38095238,1,3,33.33333333,Casper Ruud
Clay,Nicolas Jarry,198,CHI,27.6,Tallon Griekspoor,188,NED,26.8,W/O,3,R16,0,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,#DIV/0!,Nicolas Jarry
Clay,Alexander Zverev,198,GER,26,Christopher Eubanks,201,USA,27,6-2 6-3,3,R16,67,5,2,44,33,75,29,87.87878788,5,45.45454545,1,1,100,4,4,49,32,65.30612245,21,65.625,7,41.17647059,2,6,33.33333333,Alexander Zverev
Clay,Yibing Wu,183,CHN,23.6,Marco Cecchinato,185,ITA,30.6,7-6(5) 6-3,3,R16,92,1,0,69,43,62.31884058,29,67.44186047,13,50,2,5,40,1,2,69,46,66.66666667,31,67.39130435,8,34.7826087,5,9,55.55555556,Yibing Wu
Clay,Christopher Oconnell,183,AUS,28.9,Bernabe Zapata Miralles,185,ESP,26.3,6-0 3-0 RET,3,R16,36,4,0,20,12,60,9,75,7,87.5,0,0,#DIV/0!,0,3,34,20,58.82352941,7,35,4,28.57142857,2,7,28.57142857,Christopher Oconnell
Clay,Grigor Dimitrov,188,BUL,32,Roberto Carballes Baena,183,ESP,30.1,6-1 6-4,3,R16,67,4,1,48,27,56.25,23,85.18518519,14,66.66666667,0,0,#DIV/0!,3,2,43,23,53.48837209,16,69.56521739,10,50,2,5,40,Grigor Dimitrov
Clay,Ilya Ivashka,193,BLR,29.2,Adrian Mannarino,183,FRA,34.8,6-4 4-6 6-3,3,R16,158,1,2,88,62,70.45454545,39,62.90322581,9,34.61538462,2,8,25,4,1,114,62,54.38596491,38,61.29032258,20,38.46153846,10,18,55.55555556,Ilya Ivashka
Clay,Taylor Fritz,193,USA,25.5,Marcos Giron,180,USA,29.8,4-6 6-2 6-3,3,R16,118,8,5,78,41,52.56410256,29,70.73170732,24,64.86486486,5,8,62.5,4,2,86,56,65.11627907,33,58.92857143,12,40,8,13,61.53846154,Taylor Fritz
Clay,J J Wolf,183,USA,24.4,Hugo Dellien,180,BOL,29.9,6-4 6-2,3,R32,75,5,2,55,37,67.27272727,28,75.67567568,11,61.11111111,2,2,100,1,1,53,42,79.24528302,24,57.14285714,6,54.54545455,4,7,57.14285714,J J Wolf
Clay,Nicolas Jarry,198,CHI,27.6,Dusan Lajovic,180,SRB,32.8,6-4 6-2,3,R32,68,10,0,42,32,76.19047619,27,84.375,9,90,0,0,#DIV/0!,0,2,55,28,50.90909091,18,64.28571429,14,51.85185185,3,6,50,Nicolas Jarry
Clay,Tallon Griekspoor,188,NED,26.8,Stefano Travaglia,185,ITA,31.3,7-5 7-6(3),3,R32,103,5,3,69,46,66.66666667,37,80.43478261,13,56.52173913,1,3,33.33333333,5,1,74,46,62.16216216,31,67.39130435,16,57.14285714,0,3,0,Tallon Griekspoor
Clay,Christopher Eubanks,201,USA,27,Benoit Paire,196,FRA,34,7-6(2) 6-3,3,R32,74,3,2,62,41,66.12903226,34,82.92682927,11,52.38095238,3,4,75,5,6,64,30,46.875,21,70,21,61.76470588,1,4,25,Christopher Eubanks
Clay,Yibing Wu,183,CHN,23.6,Marc Andrea Huesler,196,SUI,26.9,6-4 4-6 7-6(6),3,R32,132,3,7,112,64,57.14285714,39,60.9375,24,50,3,8,37.5,9,3,92,58,63.04347826,38,65.51724138,21,61.76470588,2,7,28.57142857,Yibing Wu
Clay,Marco Cecchinato,185,ITA,30.6,Ben Shelton,,USA,20.6,7-5 2-6 6-2,3,R32,122,7,4,81,56,69.13580247,40,71.42857143,13,52,3,6,50,8,6,92,65,70.65217391,41,63.07692308,13,48.14814815,7,11,63.63636364,Marco Cecchinato
Clay,Bernabe Zapata Miralles,185,ESP,26.3,Vitaliy Sachko,183,UKR,25.8,6-2 6-4,3,R32,78,2,3,53,32,60.37735849,24,75,11,52.38095238,3,4,75,1,1,55,32,58.18181818,19,59.375,11,47.82608696,9,13,69.23076923,Bernabe Zapata Miralles
Clay,Christopher Oconnell,183,AUS,28.9,Nino Serdarusic,191,CRO,26.4,7-6(5) 6-7(1) 6-1,3,R32,169,12,0,103,55,53.39805825,41,74.54545455,32,66.66666667,3,3,100,4,4,105,66,62.85714286,50,75.75757576,18,46.15384615,4,7,57.14285714,Christopher Oconnell
Clay,Roberto Carballes Baena,183,ESP,30.1,Daniel Rincon,,ESP,20.3,6-4 4-6 6-0,3,R32,144,3,3,106,72,67.9245283,45,62.5,16,47.05882353,10,13,76.92307692,1,8,83,44,53.01204819,29,65.90909091,16,41.02564103,3,9,33.33333333,Roberto Carballes Baena
Clay,Adrian Mannarino,183,FRA,34.8,Filip Krajinovic,185,SRB,31.2,7-5 6-1,3,R32,80,4,1,58,31,53.44827586,25,80.64516129,15,55.55555556,1,2,50,7,3,59,40,67.79661017,26,65,6,31.57894737,6,10,60,Adrian Mannarino
Clay,Ilya Ivashka,193,BLR,29.2,Guido Pella,185,ARG,33,6-4 7-5,3,R32,90,6,3,60,29,48.33333333,25,86.20689655,18,58.06451613,3,4,75,1,0,58,44,75.86206897,29,65.90909091,8,57.14285714,1,4,25,Ilya Ivashka
Clay,Marcos Giron,180,USA,29.8,Alexander Bublik,196,KAZ,25.9,6-0 6-4,3,R32,58,2,0,43,24,55.81395349,20,83.33333333,13,68.42105263,0,0,#DIV/0!,6,5,50,27,54,16,59.25925926,9,39.13043478,2,6,33.33333333,Marcos Giron
Clay,Arthur Fils,185,FRA,18.9,Francisco Cerundolo,185,ARG,24.7,6-3 7-5,3,F,96,2,1,70,36,51.42857143,26,72.22222222,19,55.88235294,1,3,33.33333333,1,7,62,32,51.61290323,17,53.125,17,56.66666667,2,6,33.33333333,Arthur Fils
Clay,Arthur Fils,185,FRA,18.9,Brandon Nakashima,185,USA,21.7,7-5 4-6 7-6(5),3,SF,175,8,6,127,55,43.30708661,43,78.18181818,37,51.38888889,9,12,75,8,2,99,54,54.54545455,42,77.77777778,25,55.55555556,1,4,25,Arthur Fils
Clay,Francisco Cerundolo,185,ARG,24.7,Cameron Norrie,188,GBR,27.7,6-3 6-0,3,SF,72,2,2,38,26,68.42105263,23,88.46153846,6,50,1,1,100,2,1,60,33,55,20,60.60606061,9,33.33333333,9,14,64.28571429,Francisco Cerundolo
Clay,Arthur Fils,185,FRA,18.9,Felix Auger Aliassime,193,CAN,22.7,W/O,3,QF,0,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,#DIV/0!,Arthur Fils
Clay,Brandon Nakashima,185,USA,21.7,Tommy Paul,185,USA,26,6-3 7-6(4),3,QF,108,6,0,81,58,71.60493827,42,72.4137931,12,52.17391304,6,8,75,7,3,62,41,66.12903226,28,68.29268293,8,38.0952381,0,3,0,Brandon Nakashima
Clay,Francisco Cerundolo,185,ARG,24.7,Jack Draper,191,GBR,21.4,4-6 6-4 6-3,3,QF,149,0,7,99,68,68.68686869,47,69.11764706,16,51.61290323,7,9,77.77777778,5,5,102,59,57.84313725,44,74.57627119,17,39.53488372,12,15,80,Francisco Cerundolo
Clay,Cameron Norrie,188,GBR,27.7,Sebastian Baez,170,ARG,22.3,6-2 2-6 6-1,3,QF,111,4,2,69,45,65.2173913,33,73.33333333,13,54.16666667,0,2,0,0,3,72,45,62.5,27,60,12,44.44444444,5,9,55.55555556,Cameron Norrie
Clay,Felix Auger Aliassime,193,CAN,22.7,Pablo Llamas Ruiz,,ESP,20.6,7-5 6-2,3,R16,87,6,4,55,40,72.72727273,33,82.5,5,33.33333333,3,4,75,2,0,58,36,62.06896552,22,61.11111111,9,40.90909091,3,7,42.85714286,Felix Auger Aliassime
Clay,Arthur Fils,185,FRA,18.9,Mikael Ymer,183,SWE,24.6,6-5 Def.,3,R16,,0,2,34,20,58.82352941,14,70,7,50,2,3,66.66666667,1,1,43,36,83.72093023,21,58.33333333,4,57.14285714,5,7,71.42857143,Arthur Fils
Clay,Tommy Paul,185,USA,26,Gregoire Barrere,183,FRA,29.2,7-6(6) 4-6 6-3,3,R16,156,7,1,120,82,68.33333333,52,63.41463415,22,57.89473684,11,13,84.61538462,1,7,104,55,52.88461538,38,69.09090909,26,53.06122449,4,6,66.66666667,Tommy Paul
Clay,Brandon Nakashima,185,USA,21.7,Arthur Rinderknech,196,FRA,27.8,7-6(6) 1-6 7-5,3,R16,162,6,3,100,62,62,44,70.96774194,22,57.89473684,8,11,72.72727273,13,2,105,64,60.95238095,45,70.3125,25,60.97560976,3,5,60,Brandon Nakashima
Clay,Jack Draper,191,GBR,21.4,Miomir Kecmanovic,183,SRB,23.7,6-4 7-5,3,R16,92,6,2,60,33,55,27,81.81818182,14,51.85185185,0,1,0,2,1,62,43,69.35483871,28,65.11627907,10,52.63157895,1,4,25,Jack Draper
Clay,Francisco Cerundolo,185,ARG,24.7,Juan Pablo Varillas,185,PER,27.6,6-2 0-0 RET,3,R16,35,0,1,20,11,55,10,90.90909091,6,66.66666667,0,0,#DIV/0!,0,1,26,19,73.07692308,11,57.89473684,3,42.85714286,4,6,66.66666667,Francisco Cerundolo
Clay,Sebastian Baez,170,ARG,22.3,Pedro Cachin,185,ARG,28.1,3-6 7-5 6-2,3,R16,152,0,3,93,66,70.96774194,44,66.66666667,11,40.74074074,6,10,60,6,4,111,57,51.35135135,41,71.92982456,20,37.03703704,10,16,62.5,Sebastian Baez
Clay,Cameron Norrie,188,GBR,27.7,David Goffin,180,BEL,32.4,6-3 6-4,3,R16,88,5,1,65,41,63.07692308,31,75.6097561,12,50,5,6,83.33333333,1,2,58,36,62.06896552,20,55.55555556,13,59.09090909,3,6,50,Cameron Norrie
Clay,Pablo Llamas Ruiz,,ESP,20.6,Max Purcell,185,AUS,25.1,6-4 6-7(6) 6-1,3,R32,134,1,2,98,71,72.44897959,53,74.64788732,12,44.44444444,4,6,66.66666667,5,0,101,70,69.30693069,43,61.42857143,15,48.38709677,8,13,61.53846154,Pablo Llamas Ruiz
Clay,Arthur Fils,185,FRA,18.9,Zhizhen Zhang,193,CHN,26.5,6-3 6-2,3,R32,77,6,0,53,28,52.83018868,23,82.14285714,12,48,2,4,50,6,7,56,34,60.71428571,19,55.88235294,7,31.81818182,3,8,37.5,Arthur Fils
Clay,Mikael Ymer,183,SWE,24.6,Richard Gasquet,185,FRA,36.9,6-3 7-5,3,R32,114,7,2,75,51,68,34,66.66666667,10,41.66666667,3,6,50,1,2,69,32,46.37681159,18,56.25,16,43.24324324,5,10,50,Mikael Ymer
Clay,Gregoire Barrere,183,FRA,29.2,Corentin Moutet,178,FRA,24,6-4 6-2,3,R32,90,3,2,66,42,63.63636364,30,71.42857143,11,45.83333333,5,6,83.33333333,2,4,54,36,66.66666667,19,52.77777778,9,50,5,9,55.55555556,Gregoire Barrere
Clay,Arthur Rinderknech,196,FRA,27.8,Lloyd Harris,193,RSA,26.2,6-4 6-2,3,R32,91,3,2,60,30,50,24,80,17,56.66666667,4,4,100,1,0,55,38,69.09090909,24,63.15789474,9,52.94117647,4,7,57.14285714,Arthur Rinderknech
Clay,Brandon Nakashima,185,USA,21.7,Diego Schwartzman,170,ARG,30.7,7-5 6-3,3,R32,121,4,3,78,42,53.84615385,32,76.19047619,14,38.88888889,4,7,57.14285714,0,2,72,46,63.88888889,27,58.69565217,9,34.61538462,11,16,68.75,Brandon Nakashima
Clay,Miomir Kecmanovic,183,SRB,23.7,Oriol Roca Batalla,173,ESP,30,6-1 6-3,3,R32,71,2,0,40,24,60,20,83.33333333,12,75,0,0,#DIV/0!,5,3,60,30,50,20,66.66666667,12,40,5,9,55.55555556,Miomir Kecmanovic
Clay,Jack Draper,191,GBR,21.4,Alexandre Muller,183,FRA,26.2,6-2 6-3,3,R32,74,6,0,49,33,67.34693878,28,84.84848485,9,56.25,0,0,#DIV/0!,0,0,55,31,56.36363636,19,61.29032258,12,50,3,6,50,Jack Draper
Clay,Juan Pablo Varillas,185,PER,27.6,Albert Ramos,188,ESP,35.3,3-6 7-6(7) 6-4,3,R32,191,10,1,100,68,68,51,75,14,43.75,2,4,50,5,4,140,98,70,63,64.28571429,22,52.38095238,9,11,81.81818182,Juan Pablo Varillas
Clay,Sebastian Baez,170,ARG,22.3,Marton Fucsovics,188,HUN,31.2,6-4 7-6(5),3,R32,124,1,1,71,47,66.1971831,31,65.95744681,17,70.83333333,5,7,71.42857143,1,2,92,59,64.13043478,38,64.40677966,14,42.42424242,7,10,70,Sebastian Baez
Clay,Pedro Cachin,185,ARG,28.1,Gael Monfils,193,FRA,36.7,2-6 6-3 6-4,3,R32,110,2,4,85,47,55.29411765,38,80.85106383,18,47.36842105,6,8,75,5,1,74,38,51.35135135,31,81.57894737,19,52.77777778,3,5,60,Pedro Cachin
Clay,David Goffin,180,BEL,32.4,Alvaro Lopez San Martin,,ESP,25.9,6-1 6-3,3,R32,77,3,1,45,17,37.77777778,13,76.47058824,21,75,1,1,100,4,3,63,43,68.25396825,27,62.79069767,5,25,13,17,76.47058824,David Goffin
Clay,Carlos Alcaraz,185,ESP,20,Flavio Cobolli,,ITA,21,6-0 6-2 7-5,5,R128,118,3,2,74,45,60.81081081,31,68.88888889,21,72.4137931,3,4,75,1,4,86,60,69.76744186,28,46.66666667,14,53.84615385,11,18,61.11111111,Carlos Alcaraz
Clay,Taro Daniel,191,JPN,30.3,Christopher Oconnell,183,AUS,28.9,6-0 6-2 6-4,5,R128,109,5,1,70,42,60,31,73.80952381,20,71.42857143,3,4,75,1,4,65,38,58.46153846,16,42.10526316,13,48.14814815,3,10,30,Taro Daniel
Clay,Matteo Arnaldi,183,ITA,22.2,Daniel Elahi Galan,191,COL,26.9,2-6 6-3 6-0 6-2,5,R128,139,7,1,101,56,55.44554455,41,73.21428571,23,51.11111111,10,13,76.92307692,2,3,90,51,56.66666667,32,62.74509804,14,35.8974359,4,11,36.36363636,Matteo Arnaldi
Clay,Denis Shapovalov,185,CAN,24.1,Brandon Nakashima,185,USA,21.8,6-4 7-5 4-6 3-6 6-3,5,R128,227,6,15,149,86,57.71812081,64,74.41860465,34,53.96825397,8,11,72.72727273,4,5,142,99,69.71830986,73,73.73737374,24,55.81395349,7,11,63.63636364,Denis Shapovalov
Clay,Lorenzo Musetti,185,ITA,21.2,Mikael Ymer,183,SWE,24.7,7-5 6-2 6-4,5,R128,155,5,1,75,43,57.33333333,34,79.06976744,21,65.625,0,2,0,1,6,114,73,64.03508772,44,60.2739726,16,39.02439024,14,20,70,Lorenzo Musetti
Clay,Alexander Shevchenko,,KAZ,22.4,Oscar Otte,196,GER,29.8,7-5 4-6 6-1 7-6(2),5,R128,179,6,6,137,70,51.09489051,49,70,32,47.76119403,13,19,68.42105263,8,7,162,93,57.40740741,56,60.21505376,29,42.02898551,10,19,52.63157895,Alexander Shevchenko
Clay,Lucas Pouille,185,FRA,29.2,Jurij Rodionov,191,AUT,24,6-2 6-4 6-3,5,R128,117,1,5,93,53,56.98924731,41,77.35849057,23,57.5,6,6,100,5,4,86,46,53.48837209,28,60.86956522,20,50,6,10,60,Lucas Pouille
Clay,Cameron Norrie,188,GBR,27.7,Benoit Paire,196,FRA,34,7-5 4-6 3-6 6-1 6-4,5,R128,213,5,3,155,122,78.70967742,77,63.1147541,19,57.57575758,13,19,68.42105263,16,9,163,107,65.64417178,70,65.42056075,19,33.92857143,15,23,65.2173913,Cameron Norrie
Clay,Fabio Fognini,178,ITA,36,Felix Auger Aliassime,193,CAN,22.8,6-4 6-4 6-3,5,R128,137,4,5,86,54,62.79069767,39,72.22222222,13,40.625,5,9,55.55555556,3,8,85,53,62.35294118,30,56.60377358,11,34.375,1,9,11.11111111,Fabio Fognini
Clay,Jason Kubler,178,AUS,30,Facundo Diaz Acosta,183,ARG,22.4,1-6 6-3 6-4 3-6 6-1,5,R128,205,5,5,137,92,67.15328467,60,65.2173913,23,51.11111111,7,12,58.33333333,3,5,123,71,57.72357724,48,67.6056338,26,50,6,12,50,Jason Kubler
Clay,Sebastian Ofner,191,AUT,27,Maxime Cressy,198,USA,26,6-4 7-6(6) 6-2,5,R128,139,8,12,108,56,51.85185185,41,73.21428571,30,57.69230769,7,9,77.77777778,13,13,104,59,56.73076923,42,71.18644068,16,35.55555556,10,15,66.66666667,Sebastian Ofner
Clay,Sebastian Korda,196,USA,22.8,Mackenzie Mcdonald,178,USA,28.1,6-4 7-5 6-4,5,R128,157,6,4,110,75,68.18181818,46,61.33333333,18,51.42857143,3,7,42.85714286,4,9,125,78,62.4,53,67.94871795,14,29.78723404,12,19,63.15789474,Sebastian Korda
Clay,Diego Schwartzman,170,ARG,30.7,Bernabe Zapata Miralles,185,ESP,26.3,1-6 6-7(5) 6-2 6-0 6-4,5,R128,218,2,3,144,106,73.61111111,64,60.37735849,19,50,6,13,46.15384615,3,1,141,97,68.79432624,59,60.82474227,14,31.81818182,12,23,52.17391304,Diego Schwartzman
Clay,Nuno Borges,185,POR,26.2,John Isner,206,USA,38,6-4 5-7 7-6(3) 4-6 7-6(9),5,R128,239,5,9,167,98,58.68263473,77,78.57142857,43,62.31884058,4,8,50,38,11,181,108,59.66850829,85,78.7037037,34,46.57534247,7,10,70,Nuno Borges
Clay,Roberto Carballes Baena,183,ESP,30.1,Eduardo Nava,,USA,26.2,7-6(5) 6-3 6-2,5,R128,148,0,4,93,62,66.66666667,40,64.51612903,14,45.16129032,2,6,33.33333333,4,6,109,63,57.79816514,33,52.38095238,20,43.47826087,12,19,63.15789474,Roberto Carballes Baena
Clay,Stefanos Tsitsipas,193,GRE,24.7,Jiri Vesely,198,CZE,29.8,7-5 6-3 4-6 7-6(7),5,R128,194,12,4,120,86,71.66666667,71,82.55813953,19,55.88235294,4,7,57.14285714,11,5,127,77,60.62992126,58,75.32467532,24,48,7,11,63.63636364,Stefanos Tsitsipas
Clay,Novak Djokovic,188,SRB,36,Aleksandar Kovacevic,,USA,24.7,6-3 6-2 7-6(1),5,R128,147,10,1,81,45,55.55555556,37,82.22222222,23,63.88888889,3,5,60,7,4,104,55,52.88461538,37,67.27272727,20,40.81632653,7,12,58.33333333,Novak Djokovic
Clay,Marton Fucsovics,188,HUN,31.3,Hugo Grenier,196,FRA,27.1,6-3 5-7 6-1 6-3,5,R128,195,6,5,107,75,70.09345794,61,81.33333333,18,56.25,3,5,60,5,4,118,74,62.71186441,42,56.75675676,25,56.81818182,6,12,50,Marton Fucsovics
Clay,Luca Van Assche,,FRA,19,Marco Cecchinato,185,ITA,30.6,6-1 6-1 6-3,5,R128,119,1,1,65,38,58.46153846,27,71.05263158,21,77.77777778,4,4,100,3,1,112,72,64.28571429,35,48.61111111,19,47.5,6,13,46.15384615,Luca Van Assche
Clay,Alejandro Davidovich Fokina,183,ESP,23.9,Arthur Fils,185,FRA,18.9,6-1 4-6 6-3 6-3,5,R128,169,1,4,114,80,70.1754386,55,68.75,13,38.23529412,6,10,60,5,5,110,60,54.54545455,36,60,21,42,5,14,35.71428571,Alejandro Davidovich Fokina
Clay,Roberto Bautista Agut,183,ESP,35.1,Yibing Wu,183,CHN,23.6,7-6(4) 6-1 6-1,5,R128,131,0,2,72,32,44.44444444,26,81.25,24,60,3,5,60,8,3,114,69,60.52631579,40,57.97101449,15,33.33333333,13,20,65,Roberto Bautista Agut
Clay,Juan Pablo Varillas,185,PER,27.6,Juncheng Shang,,CHN,18.3,4-6 2-6 6-2 6-3 6-1,5,R128,202,5,4,116,65,56.03448276,47,72.30769231,30,58.82352941,6,10,60,1,6,147,96,65.30612245,57,59.375,24,47.05882353,6,13,46.15384615,Juan Pablo Varillas
